Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Socio-economic impact of modern vegetable production technology in the royal project, Thailand","","Abstract: The people living in the remote highland areas of northern Thailand are desperately poor. The predominant agricultural practice is shifting cultivation: to slash and burn the forest to grow opium poppy, upland rice and maize. Not unexpectedly, this rapidly depletes the forest area and has significant implications for erosion and sustainable watershed management. In 1969, His Majesty King Bhumibol Adulyadej saw the possibility of replacing opium poppy farms with other cash crops using more environmentally friendly farming practices. This initiative came to be known as the Royal Project. The Royal Project Foundation now has 4 research centres and 38 agricultural development stations in the five Northern provinces of Chiang Mai, Chiang Rai, Phayao, Lumphun and Mae Hong Son. The Project has introduced more than 140 different kinds of vegetables and now supports over 3,000 households covering an area of 1,200 ha. The Royal Project has emphasized modern technology, the use of F1 hybrid seed, post-harvest technology, GAP and GMP, protected cultivation and fertigation, to increase the yield and quality per unit area. From five selected stations, the farmers participating in the Royal Project have achieved an average annual income of Bht 100,064/household, which is substantially higher than the national average annual farm income of Bht 39,193/household. ### Countries mentioned: Thailand ### Plant products search: maize;opium;rice;vegetables ### Programs found: royal project;practice initiative;granary area program (GAP) ### Measurements for crops: vegetables ### Topics keywords: post harvest;organic farming;land degradation;insect pest;annual income;sweet potato;rural household;shifting cultivation;agroforestry system;farming practice;farming system;GAP;food safety;management practice;cover crop;land use;cash crop;dairy farming;sustainable agriculture ### Geo regions: East Asia and Pacific ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2009,,Acta Horticulturae,,,,,,,#37591,,"",""
Soil and crop growth micro-variability in the West African semi-arid tropics: a possible risk-reducing factor for subsistence farmers.,"","Abstract: Research results from subsistence farming systems in the semiarid tropics of West Africa are reviewed and the hypothesis that soil and crop growth micro-variability may be an asset to farmers considered. Data are presented to show that although nutrient and water availability alternate in limiting yield and therefore prevent very good harvests, good yields are assured in poor rainfall years thereby reducing risk. ### Topics keywords: small scale;rural household;farming system",1993,,Agriculture,,,,,https://doi.org/10.1016/0167-8809(93)90073-X,,#36205,,"",Systematic Review
The development of integrated crop/livestock production in the low-rainfall areas of Western Asia and North Africa: overview and achievements of the Mashreq-Maghreb Project.,"","Abstract: Focusing on an integrated crop/livestock farming system, the work of the Mashreq/Maghreb project is described. The project was initiated in January 1995 with support from the Arab Fund for Economic and Social Development, and the International Fund for Agricultural Development, in order to promote the development of sustainable livestock-based systems through the integration of crop and livestock production. The development objective is that through the integration of crop and livestock production both within and across production systems, productive and sustainable livestock-based systems can be developed. This would improve the incomes and welfare of small farmers and livestock owners in the low rainfall areas of Western Asia and North Africa, while meeting national demand for livestock products, and conserving the natural resource base in the rangeland. Issues discussed are: the required action; project objectives; the project mission; the project's stakeholders; project collaborators; project approaches; the development of work plans; implementation of the work plan; and project components. Achievements of the project in the Mashreq countries are described as: an improvement in barley production; forage-legume crop improvement; improvement in the reproductive physiology of sheep; improvements in feed utilization; technology transfer; training and education; and project publications. ### Plant products search: legumes;barley ### Animal products search: livestock products ### Programs found: maghreb project;plant project;collaboration project;development objective project;education project;project objective project mission project;stakeholder project ### Topics keywords: animal husbandry;animal welfare;natural resource;dairy farming;livestock farming;point view;crop residue;animal health;farming system;beef cattle ### Geo regions: Middle East and North Africa",1997,,Development in Western Asia;Agriculture &amp,,,,,,,#36624,,"",Observational
Preliminary identification on drought resistance of alfalfa varieties and new line MS-LM01.,"","Abstract: In order to elucidate drought resistance of alfalfa new lineMS-LM01, pot culture and water control were used to imitate drought stress. Three water treatments were set up to study the morphological and physiological characteristic responses of different alfalfa varieties. This study indicated that the increase of soil drought conditions resulted in the decreases of plant height, root width, biomass, leaf relative water content, chlorophyll content and net photosynthetic rate, whereas proline content was increased. In comparison, plant height, biomass, root width, relative water content, net photosynthetic rate and proline content of MS-LM01 in light stress (LS) and severe stress (SS) were less sensitive to drought stress Comprehensive subordinate function value analysis suggested that drought resistant order was Longdong &gt; MS-LM01 &gt; Gannong No. 3 &gt; Golden Empress &gt; Zhongmu No. 1. The results showed that the new line MS-LM01 had strong drought resistance and better agronomic performance, which was of great significance to the selection of alfalfa varieties and the breeding of drought-resistant alfalfa varieties in arid area. ### Plant products search: alfalfa ### Topics keywords: livelihood strategy;CAP;plant height;drought stress;rural household;dairy industry;EU;market share;SS;rural development;member state;sewage sludge",2017,,Journal of Southwest University for Nationalities - Natural Science Edition,,,,,,,#37021,,"",Experimental
Pressurized irrigation technologies for smallholders in developing countries - a review.,"","Abstract: The findings of a study of factors influencing the uptake of pressurized irrigation technologies by smallholders in developing countries are presented. The paper reviews the physical and technical characteristics that determine their suitability for use by smallholders. It also identifies a range of pre-conditions relating to water availability, institutional support and economic opportunity that must be satisfied before smallholders will adopt even 'low-technology' pressurized irrigation systems. The review demonstrates that where physical, economic and institutional conditions are right some forms of pressurized 'modern' irrigation technology permit smallholder irrigation of high value crops where surface irrigation would be inappropriate. However, the paper warns against the danger of wide-scale promotion of such technologies without considering the issues of institutional and technical support. Where pressurized systems are promoted to increase water use efficiency it is essential that they be well designed, installed and operated for savings to be realised. ### Topics keywords: developing country;drip irrigation;use efficiency;factor influencing;WUE",1998,,Irrigation and Drainage Systems,,,,,https://doi.org/10.1023/A:1006037817381,,#36611,,"",Observational; Systematic Review
Rainfed agriculture and food security in dry areas,"","Abstract: The world’s ability to produce enough food to feed the growing population is further constrained by water scarcity, particularly in dry areas. Water is an increasingly scarce resource and the FAO estimates that nearly 1.8 billion people will be living in countries or regions with absolute water- scarcity by 2025. The problem faced by people and countries in dry areas amounts to more than resource scarcity. It is a combination of resource limitations, land and water degradation, and the low efficiency of resource use. Under conditions of resource limitations in dry areas - particularly water - future increases in productivity and production for improving food security and ensuring environmental quality, need to come from enhancing the efficiency of resource-use - rather than using more inputs or increasing the food production area. The challenges of feeding the growing population under the conditions of climate changes, shortages of water for irrigated agriculture and degradation of arable land are increasing the demand to improve grain production from rainfed areas. The contribution of rainfed farming to food security in dryland countries can be substantially enhanced through increased adoption of currently available technologies supported by enabling policy and institutional environments. Rainfed farming can contribute more significantly to achieve new targets of food security if desired investment levels are realized. On-farm results show the huge potential for improving land and water productivity and profitability of smallholder rainfed agriculture. Yield gap in rainfed crops remain large enough to suggest considerable scope for increasing achievable yields. Applied agricultural research-for-development suggests the following strategies for producing more food with less resources, particularly in rainfed areas of developing countries which are characterized by resource-poor small-holder farming systems: closing the yield gap of rainfed crops, enhancing adoption of improved technologies, promoting sustainable intensification and diversification of production systems, strengthening innovation systems, reducing vulnerability and managing risk, encouraging the use of water saving technologies, informing policy development, and increasing investment in agricultural research and development.Advances in science to produce improved and higher-performing crops and livestock hold exciting prospects for making dryland food production systems more efficient, and more resistant to climatic pressures and new pests and diseases. This chapter illustrates the huge potential of technological innovation to improve food security, but also the need for supportive policies and institutions to encourage farmers to adopt these innovations. ### Plant products search: grain ### Topics keywords: cover crop;arable land;climate change;developing country;sustainable intensification;CA;water saving;irrigated agriculture;CC;use efficiency;water scarcity;yield gap;FAO;smallholder farmer;farming system;management practice;long term;food security",2017,,"Water, Energy and Food Sustainability in the Middle East: The Sustainability Triangle",,,,,https://doi.org/10.1007/978-3-319-48920-9_14,,#36327,,"",""
Resilience of adaptation strategies for small-holder farmers in Cambodian lowland rice ecosystems in response to future climate uncertainty.,"","Countries mentioned: Cambodia ### Plant products search: rice ### Topics keywords: smallholder farmer;climate change;extension service;adaptation strategy ### Geo regions: East Asia and Pacific ### World bankdivision regions: Middle-income countries($996 to $3,895);IDA",2015,,"Proceedings of the 5th International Symposium for Farming Systems Design (FSD5), Montpellier, France, September 7-10, 2015",,,,,,,#36724,,"",""
Reducing food poverty by increasing agricultural sustainability in developing countries,"","Abstract: We examined the extent to which farmers have improved food production in recent years with low cost, locally available and environmentally sensitive practices and technologies. We analysed by survey during 1999-2000 208 projects in 52 developing countries, in which 8.98 million farmers have adopted these practices and technologies on 28.92 million hectares, representing 3.0% of the 960 million hectares of arable and permanent crops in Africa, Asia and Latin America. We found improvements in food production occurring through one or more of four mechanisms: (i) intensification of a single component of farm system; (ii) addition of a new productive element to a farm system; (iii) better use of water and land, so increasing cropping intensity; (iv) improvements in per hectare yields of staples through introduction of new regenerative elements into farm systems and new locally appropriate crop varieties and animal breeds. The 89 projects with reliable yield data show an average per project increase in per hectare food production of 93%. The weighted average increases across these projects were 37% per farm and 48% per hectare. In the 80 projects with small (<5 ha) farms where cereals were the main staples, the 4.42 million farms on 3.58 million hectares increased household food production by 1.71 t per year. We report on the practices and technologies that have led to these increases: increased water use efficiency, improvements to soil health and fertility, and pest control with minimal or zero-pesticide use. This research reveals promising advances in the adoption of practices and technologies that are likely to be more sustainable, with substantial benefits for the rural poor. With further explicit support, particularly through national policy reforms and better markets, these improvements in food security could spread to much larger numbers of farmers and rural people in the coming decades. ### Plant products search: cereals ### Programs found: project farmer (PF) ### Topics keywords: food insecurity;million hectare;arable land;developing country;household food security;drip irrigation;use efficiency;pest control;WUE;food security ### Geo regions: Latin America and the Caribbean",2003,,"Agriculture, Ecosystems and Environment",,,,,https://doi.org/10.1016/S0167-8809(02)00087-7,,#36268,,"",Systematic Review
Response of five food legume crops to an irrigation gradient imposed during reproductive growth.,"","Abstract: Food legumes, an excellent source of protein and soil fertility improvement, offer small farmers a means of intensifying cropping on rice lands in semiarid and tropical regions. Unfortunately food legume productivity is often limited by variation in the amount and distribution of rainfall. The study was conducted to compare differential responses of mungbean (Vigna radiata L.), soybean [Glycine max (L.) Merr.], cowpea [Vigna unguiculata (L.) Walp.], peanut (Arachis hypogaea L.), and pigeonpea (Cajanus cajan L.) to a soil water gradient imposed during the reproductive growth phase. Field studies were conducted on Lipa clay loam, an isohyperthemic Typic Hapludoll silt loam soil, using a line source sprinkler irrigation system at the International Rice Research Institute, Philippines, from January to May during 1985 and 1986. Among the five species, peanut yielded significantly higher across the irrigation regimes in both years. Lack of water in the driest regime (50% water deficit replacement) reduced the seed yield of mungbean, soybean, cowpea, and peanut by an average of 43, 39, 34, and 32%, respectively. However, pigeonpea seed yield increased by an average of 31% in the driest regime. Seed yield increases per mm of total irrigation water plus rainfall were 3.46 and 5.61 kg ha-1 in soybean, and 3.55 to 5.67 kg ha-1 in peanut in 1985 and 1986, respectively. However, pigeonpea yield per mm of total irrigation water plus rainfall declined 1.53 and 1.27 kg ha-1 in 1985 and 1986, respectively. Peanut performed best in irrigated as well as in rainfed environments, followed by cowpea, soybean, and mungbean. Pigeonpea was suitable only for the relatively dry, rainfed environment. Results indicate the need to match the suitable food legumes to maximize the rice land use. ### Countries mentioned: Philippines ### Plant products search: glycine max;soybeans;cowpeas;rice;peanuts;mungbean;grain legumes;mung beans ### Topics keywords: drought stress;sprinkler irrigation;soil fertility;land use;soil moisture;drip irrigation;use efficiency;water deficit ### Geo regions: East Asia and Pacific ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",1989,,Agronomy journal,,,,,https://proxy.lib.ohio-state.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=agr&AN=IND90002196&site=ehost-live,,#37258,,"",Experimental
Review and quantitative assessment of ex situ household rainwater harvesting systems in Ethiopia,"","Abstract: E. x situ household rainwater harvesting (RWH) systems have been introduced at a large scale in Ethiopia to increase the water availability for smallholders through supplementary irrigation. The first objective of this paper is to review the performance of these systems in Ethiopia based on various assessment studies. The second objective is to provide quantitative biophysical and socio-economic analyses of ex situ household RWH systems contributing to the better understanding of their performance and the identification of options to improve their performance. Uptake of RWH systems by smallholders in Ethiopia is limited and the available information suggests that this is associated among others with poor planning and implementation, poorly functioning input and output markets and the lack of farmers' skills to use these systems effectively. Our quantitative meta-analyses illustrate that water availability of three studied RWH systems is low in relation to crop water needs, particularly for maize. The variation in area that can be irrigated across years exposes users of RWH systems to considerable risks as the availability of irrigation water depends on prevailing rainfall conditions. The area that can be irrigated varies greatly depending on amount and distribution of rainfall, type of RWH system and crop type. The economics of onion (cash crop) are promising only for plastic lined RWH systems, but those for maize are unfavourable independent of the studied RWH systems. Associated labour requirements especially for water lifting and application are high and possibly constraining the sustainable use of RWH systems. The potential of ex situ household RWH systems to increase agricultural production and income is site-specific depending on biophysical, institutional and socio-economic conditions, and depends on household-specific conditions. ### Countries mentioned: Ethiopia ### Plant products search: onions;maize ### Topics keywords: site specific;cover crop;rural household;special issue;cash crop;large scale;sweet potato;farming system;among others;management practice;precision agriculture ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2011,,Agricultural Water Management,,,,,https://doi.org/10.1016/j.agwat.2011.03.009,,#36570,,Meha Jain (2019-06-16 02:11:54)(Screen): repeat abstract; ,Meta-Analysis
"REFORMA: a new project for identification and selection of resilient, water- and energy-efficient forage and feed crops for Mediterranean agricultural systems.","","Abstract: Crop-livestock and feed systems have huge importance for Mediterranean regions to satisfy the increasing demand for animal products, increase the economic stability of smallholders and produce typical animal products with high added-value, while contributing to sustainable farming, environment protection and efficient nutrient cycling. These systems are threatened, however, by the marked insufficiency of high-protein feedstuff, the overexploitation of forage resources, the increasing costs and/or the decreasing availability of irrigation water and mineral fertilizers, and the increasing drought and heat stress arising from climate change. The development of resilient, water- and energy-efficient forage and feed legume crops could definitely alleviate these constraints. This is the objective of the ArimNet project ""Resilient, water- and energy-efficient forage and feed crops for Mediterranean agricultural systems (REFORMA)"", which joins nine research institutions from Italy, France, Algeria, Morocco, Tunisia and USA in an integrated manner to develop: (1) lucerne varieties with tolerance to severe drought, salinity, heat and grazing; (2) pea varieties with drought tolerance, targeted to grain and forage production; (3) cost-efficient marker-assisted selection procedures, and ecologically-based breeding strategies, for lucerne and pea; (4) lucerne-based and pea-based forage crops, taking into account the legume plant types, the associated grass or cereal species, the level of site drought stress, the acceptability by farmers, the forage quality and the target utilization. ### Countries mentioned: Morocco;Tunisia;Algeria;United States;France;Italy ### Plant products search: peas;lucerne;cereals;grain;feed legumes ### Programs found: arimnet project ### Topics keywords: nitrogen fertilizer;animal welfare;natural resource;drought stress;soil fertility;CC;NPK;environmental impact;taking account;crop rotation;dairy cow;environmental protection;heat stress;protected area;organic fertilizer;animal husbandry;cover crop;climate change;sustainable development;mineral fertilizer;sewage sludge;drought tolerance;sustainable agriculture ### Geo regions: Middle East and North Africa;Europe and Central Asia;North America ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);High-income countries($12,056 or more);Middle-income countries($996 to $3,895);IBRD",2012,,"Options Mediterraneennes. Serie A, Seminaires Mediterraneens",,,,,,,#36755,,Meha Jain (2019-06-16 04:15:53)(Screen): repeat abstract; ,Experimental; Unclear
"Regional application of a cropping systems simulation model: crop residue retention in maize production systems of Jalisco, Mexico.","","Abstract: To ensure the productivity of smallholder maize production systems in Central America, increased attention must be paid to conserving soil and water resources. Various stakeholders from national agricultural research services (NARS), networks, non-governmental organizations (NGO's) and research institutes seek to develop and target productivity enhancing resource conserving management practices such as crop residue retention systems. To support this process, a methodology with explicit spatial and temporal dimensions using the DSSAT crop simulation models was developed and applied to the case study of residue retention in maize production systems of Jalisco, Mexico. Systems where crop residues were partially or totally retained were compared with systems with no residue retention. Variables considered included crop production, soil surface runoff water, soil organic carbon and soil organic nitrogen content. Gridded climate surfaces and a range of soil profile scenarios formed the basis of the regional input. Three levels of nitrogen application (0, 150 and 235 kg ha-1) were selected to represent current agronomic practices. Simulation models for maize and fallow were run in sequence for 12 consecutive years. Results demonstrated that soil water holding capacity and topography affected benefits of residue retention much more than nitrogen management. Benefits to maize production from residue retention were found mainly in areas in the northeast of Jalisco and surrounding regions, where low precipitation limits maize production. Reductions in soil surface runoff due to residue retention were most evident in high rainfall areas in the central-east of Jalisco and surrounding regions. Although the effect of soil loss is not accounted for in DSSAT, areas of pronounced soil surface runoff reduction are hypothesized to be areas of productivity gain in the longer term. The assessment provided insight in the regional potential for and the soil and climate conditions under which successful introduction of residue retention in maize cropping systems in Jalisco may be achieved. In combination with socio-economic assessment studies and experimental work, the approach and its results contribute to targeted introduction of new production technologies. ### Countries mentioned: Mexico ### Plant products search: maize ### Measurements for interventions: nitrogen application;nitrogen ### Topics keywords: soil erosion;EC;cropping system;CA;soil fertility;rural community;NGO;surface runoff;contract farming;DOC;bulk density;longer term;residue retention;soil organic carbon;OC;management practice;short term;organic carbon;crop residue ### Geo regions: Latin America and the Caribbean ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2004,,Agricultural Systems,,,,,https://doi.org/10.1016/j.agsy.2003.12.005,,#37071,,"",Experimental
Seed yield of winter grain legumes on dryland sites in Chile.,"","Abstract: Lentil and garden pea are normally the only crops planted by small scale farmers during winter in the inland and coastal drylands of South-Central Chile with 700-1000 mm annual rainfall. However, looking for more productive crops, field trials were conducted during 3 seasons at 5 sites in both rainfed areas to compare the adaptation and seed yield of 6 winter grain legume species: lentil , field pea , chickpea , faba bean , grasspea and narrow leaf lupin . The highest mean seed yield was obtained with field pea cv. Botánica-Inia (4.8 t ha in coastal dryland and 3.6 t ha in inland dryland) followed by narrow leaf lupin cv. Uniharvest (3.7 t ha in coastal dryland and 3.1 t ha in inland dryland). ### Countries mentioned: Chile ### Plant products search: peas;lupin;field pea;lentils;grain;fava beans;grain legumes;chickpeas;garden pea ### Measurements for crops: lupin ### Topics keywords: small scale;cropping system;grain legume;extension service;small scale farmer ### Geo regions: Latin America and the Caribbean ### World bankdivision regions: IBRD;High-income countries($12,056 or more)",2000,,"Lupin, an ancient crop for the new millennium: Proceedings of the 9th International Lupin Conference, Klink/Muritz, Germany, 20-24 June, 1999.",,,,,,,#36823,,Balsher Sidhu (2019-06-16 18:22:23)(Screen): says dryland; ,Experimental
Small-scale farmer irrigation in South Africa: implications for extension.,"","Abstract: The study focuses on an overall evaluation of small-scale farmer irrigation schemes in South Africa in 1996, with particular reference to the implications for extension. Some 202 such schemes were identified, with 37 108 participants, of whom the majority (63%) were food plot holders. Except for some larger commercial schemes, participants were mainly women who are often disadvantaged in terms of access to resources. With the exception of sugarcane and limited areas of other crops, efficiency of production was disappointingly low, with many farmers carrying high debt loads. Many projects are in dire need of rehabilitation, including diagnostic analysis, amended water legislation, land reform, increased responsibility of participants, appropriate technology, farmer selection and integration in rural development, all factors in which agricultural extension has an important role to play. ### Countries mentioned: South Africa ### Plant products search: sugarcane ### Topics keywords: small scale;land reform;drought stress;water saving;SA;rural development;extension service;small scale farmer;irrigation scheme ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",1997,,South African Journal of Agricultural Extension,,,,,,,#36188,,"",Observational
Socio-economic significance of small scale irrigation in Zimbabwe.,"",Countries mentioned: Zimbabwe ### Topics keywords: small scale;smallholder farmer;NDVI ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);BLEND,1999,,Journal of Rural Economics,,,,,,,#36542,,Balsher Sidhu (2019-06-16 17:46:02)(Screen): abstract missing; ,Observational; Unclear
"REFORMA: a new project for identification and selection of resilient, water- and energy-efficient forage and feed crops for Mediterranean agricultural systems.","","Abstract: Crop-livestock and feed systems have huge importance for Mediterranean regions to satisfy the increasing demand for animal products, increase the economic stability of smallholders and produce typical animal products with high added-value, while contributing to sustainable farming, environment protection and efficient nutrient cycling. These systems are threatened, however, by the marked insufficiency of high-protein feedstuff, the overexploitation of forage resources, the increasing costs and/or the decreasing availability of irrigation water and mineral fertilizers, and the increasing drought and heat stress arising from climate change. The development of resilient, water- and energy-efficient forage and feed legume crops could definitely alleviate these constraints. This is the objective of the ArimNet project ""Resilient, water- and energy-efficient forage and feed crops for Mediterranean agricultural systems (REFORMA)"", which joins nine research institutions from Italy, France, Algeria, Morocco, Tunisia and USA in an integrated manner to develop: (1) lucerne varieties with tolerance to severe drought, salinity, heat and grazing; (2) pea varieties with drought tolerance, targeted to grain and forage production; (3) cost-efficient marker-assisted selection procedures, and ecologically-based breeding strategies, for lucerne and pea; (4) lucerne-based and pea-based forage crops, taking into account the legume plant types, the associated grass or cereal species, the level of site drought stress, the acceptability by farmers, the forage quality and the target utilization. ### Countries mentioned: Morocco;Tunisia;Algeria;United States;France;Italy ### Plant products search: peas;lucerne;cereals;grain;feed legumes ### Programs found: arimnet project ### Topics keywords: nitrogen fertilizer;animal welfare;natural resource;drought stress;soil fertility;CC;NPK;environmental impact;taking account;crop rotation;dairy cow;environmental protection;heat stress;protected area;organic fertilizer;animal husbandry;cover crop;climate change;sustainable development;mineral fertilizer;sewage sludge;drought tolerance;sustainable agriculture ### Geo regions: Middle East and North Africa;Europe and Central Asia;North America ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);High-income countries($12,056 or more);Middle-income countries($996 to $3,895);IBRD",2012,,"Options Mediterraneennes. Serie A, Seminaires Mediterraneens",,,,,,,#37094,,"",Experimental; Unclear
Review and quantitative assessment of ex situ household rainwater harvesting systems in Ethiopia [electronic resource].,"","Abstract: Ex situ household rainwater harvesting (RWH) systems have been introduced at a large scale in Ethiopia to increase the water availability for smallholders through supplementary irrigation. The first objective of this paper is to review the performance of these systems in Ethiopia based on various assessment studies. The second objective is to provide quantitative biophysical and socio-economic analyses of ex situ household RWH systems contributing to the better understanding of their performance and the identification of options to improve their performance. Uptake of RWH systems by smallholders in Ethiopia is limited and the available information suggests that this is associated among others with poor planning and implementation, poorly functioning input and output markets and the lack of farmers’ skills to use these systems effectively. Our quantitative meta-analyses illustrate that water availability of three studied RWH systems is low in relation to crop water needs, particularly for maize. The variation in area that can be irrigated across years exposes users of RWH systems to considerable risks as the availability of irrigation water depends on prevailing rainfall conditions. The area that can be irrigated varies greatly depending on amount and distribution of rainfall, type of RWH system and crop type. The economics of onion (cash crop) are promising only for plastic lined RWH systems, but those for maize are unfavourable independent of the studied RWH systems. Associated labour requirements especially for water lifting and application are high and possibly constraining the sustainable use of RWH systems. The potential of ex situ household RWH systems to increase agricultural production and income is site-specific depending on biophysical, institutional and socio-economic conditions, and depends on household-specific conditions. ### Countries mentioned: Ethiopia ### Plant products search: onions;maize;wheat ### Topics keywords: site specific;cover crop;rural household;special issue;cash crop;large scale;sweet potato;farming system;among others;management practice;precision agriculture ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2011,,Agricultural water management,,,,,https://proxy.lib.ohio-state.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=agr&AN=IND44585889&site=ehost-live,,#36421,,"",Meta-Analysis
"Resource use efficiency and farm productivity gaps of smallholder dairy farming in North-west Michoacan, Mexico.","","Abstract: Smallholder dairy farms that intensify production risk resource degradation and increased dependence on external feeds and fertilizers due to lack of knowledge and appropriate technology, which undermines farm productivity and profitability. Here we analyze underlying causes at farm level of such process through an integrated analysis at the farm scale by assessing current resource use efficiency for grazing-based dairy farming systems representative of NW Michoacan, Mexico. Whole-farm yield gaps were quantified by comparing current farms to virtual reference farms that have the same farm surface area but improved farm management. Productivity of reference farms was calculated by assuming best crop production practices (as observed within the set of case study farms) and improved herd management. Three family-based (FB) and three semi-specialized (SS) dairy systems spanning three levels of intensification in terms of density of livestock units (LU): extensive (E, 1.2 LU ha-1) were monitored during one year (rainy and dry seasons) to assess productivity and resource use efficiencies. Milk production was generally low and variable (2.2-4.3 Mg milk cow-1 lactation-1, and 0.6-5.8 Mg ha-1) due to high incidence of mastitis, a large fraction of non-productive animals in the herd and inefficient reproduction management. During the dry season, grazing areas provided insufficient metabolizable energy, and milk production was sustained through increased use of concentrates (from 310 g kg-1 DMI in rainy season to 454 g kg-1 DMI-1 in dry season of the herd) and conserved forage. All farms had positive nitrogen, phosphorus and potassium balances, averaging 7516, 156, and 196 kg ha-1, respectively. Nutrients in animal excreta were mostly not recycled on the farms but lost to the environment, and nutrient surpluses increased with livestock density. The reference farms exhibited an attainable milk yield of 2.7 Mg ha-1 on the basis of full feed self-supply, and 4.2 Mg ha-1 when the crude protein limitation in the ration was lifted. Compared to the reference farm actual milk yields were on average 78.4% lower on FB farms and 57.9% lower on SS farms. The underlying causes of the farm yield gap differed between farms and were due to sub-optimal areas of forage maize, low forage and forage maize productivity and deficient herd management. We conclude that the farm yield gap analysis was effective in identifying the major shortcomings in management of the dairy farming systems and enabled formulation of change avenues for farm reconfiguration focusing on combined improvements in crop, feed and herd management and recycling of nutrients through manure management. ### Countries mentioned: Mexico ### Plant products search: maize ### Animal products search: milk ### Measurements for crops: milk ### Measurements for interventions: milk yield;potassium;nitrogen;phosphorus ### Topics keywords: use efficiency;dry matter;sweet potato;NPK;dry season;agroforestry system;smallholder dairy;farming system;small scale;value chain;NP;dairy cow;DM;SS;yield gap;dairy cattle;management practice;CP;food insecurity;spatial distribution;crude protein;dairy farm;crop residue;sewage sludge;dairy farming;human activity ### Geo regions: Latin America and the Caribbean ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2014,,Agricultural Systems,,,,,https://doi.org/10.1016/j.agsy.2013.11.001,,#37297,,"",Observational
Seasonal water use and water productivity of millet-based cropping systems in the Nigerian Sudan savanna near Kano.,"","Abstract: Quantification of resource use in dominant millet-cowpea (M-C) and millet-sorghum-cowpea (M-S-C) intercropping systems in peasant agriculture was carried out using farmers' practices, under the low rainfall and poor nutrient supply situations of the semi-arid zone of Nigeria. On-station trials were conducted at Minjibir near Kano during the 1994 and 1995 rainy seasons to determine the components of the water balance and compare water use (WU) and water productivity of millet planted sole (SM) at the recommended optimum densities and intercropped at farmers' planting densities under two levels of soil fertility. Infiltration rates were generally high, with an overall mean in the porous sandy soil of 17 cm h-1. Deep drainage losses accounted for 15% of annual rainfall in a low rainfall season (1995) and an estimated more than 20% in the wet 1994 season. Additional top dress NPK fertilizers (OM+IF) to cereals prior to the commencement of reproductive stages, increased soil water extraction in the intercrops in the drier year, for which soil water status was, therefore, higher in plots where only organic manure (OM) was applied. The relatively higher annual rainfall in 1994 generally increased soil water use. Later maturity of sorghum in the M-S-C intercrop increased WU of this cropping system, particularly in 1995. SM produced significantly (P<0.01 in 1994 and P<0.05 in 1995) higher total dry matter (TDM) than the intercrops, a trend shown over the complete growing season most of the time, with the exception of OM SM in 1995. The total grain yield was significantly (P<0.01) higher in SM in the wet 1994 season. Millet, particularly when intercropped, used water more efficiently for grain production in 1995 along with other limiting resources. It showed better adaptation to moisture stress by producing similar (P=0.79) harvest indices (HIs) in sole and intercropped millet. HIs of the sole cereals and the OM M-C were relatively higher in the 1995 than in the wet 1994 season. ### Countries mentioned: Nigeria;Sudan ### Plant products search: millets;sorghum grain;cowpeas;grain ### Measurements for crops: grain ### Topics keywords: organic farming;cropping system;soil fertility;SM;dry matter;NPK;net return;winter wheat;chemical fertilizer;organic manure;NP;DM;planting density;harvest index;economic benefit;medicinal plant;organic matter;plant height;intercropping system;OM;growing season;soil moisture;summer maize;FYM;secondary metabolite;grain yield;NPK fertilizer ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: BLEND;Middle-income countries($996 to $3,895);IDA",2002,,Agricultural Water Management,,,,,https://doi.org/10.1016/S0378-3774(02)00008-2,,#36203,,"",Experimental
