Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Sustainable agriculture system: production in socio-cultural and resource base.,"","Abstract: This study examines the models of sustainable farming in Thailand. A study was conducted from October 2002 to June 2004 on 32 northeastern Thai farmers in the three districts of Yasothon, namely Gudchum, Saimun and Muang. The sustainable farming models are classified into five types: (1) the paddy farm model; (2) the paddy and tree farm model; (3) the paddy, field crop and cattle farm model; (4) the paddy, field crop and cattle-concentrated vegetable farm model; and (5) the paddy and field-crop concentrated cattle farm model. The paddy farm model was most favoured. While the models have similar farming systems, they vary in six aspects: (1) suitability of the resource base; (2) production skill; (3) labour and machine of the family base; (4) marketing experience of the family base; (5) location and transportation in the village base; and (6) influence of the group in decision-making. Each farm model has eight production activities: (1) rice growing; (2) crop-before-rice and crop-after-rice growing; (3) herbal growing; (4) tree growing; (5) animal raising; (6) fish raising; (7) soil fertility management; and (8) water management. The integration of these complementary activities promotes sustainable farming. Thus, farmers have to be conscious of the management, complementarity and diversity of their farms. Management covers three factors: (1) using an activity's by-product that is related to another; (2) distributing resources such as land, labour, money and time in an integrated farm; and (3) distributing risk in farming. If farmers mismanage the diversity and integration of production, conflict instead of complementarity will arise. Furthermore, if they mismanage their work and the time devoted to their farm and community activities, conflicts will surface amongst themselves or within their family. ### Countries mentioned: Taiwan;Thailand ### Plant products search: rice;vegetables ### Animal products search: fish ### Topics keywords: paddy field;drought stress;SA;soil fertility;decision making;farming system;sustainable agriculture ### Geo regions: East Asia and Pacific ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD;High-income countries($12,056 or more)",2006,,"Kasetsart Journal, Social Sciences",,,,,,,#36712,,"",Observational
Sustainable management of natural resources in African and Asian mountains,"","Abstract: African and Asian mountains and highlands are ecoregions of particular importance for sustainable development due to their intensive land-use systems, their generally low economic productivity and integration, and the increasing rates of land degradation and mountain hazards. Opportunities for sustainable development exist, if ways to overcome land degradation can be found. The percentage of people who are engaged in subsistence agriculture can be reduced in favor of the secondary and tertiary sectors, protected areas can be better managed, access to remote areas improved, mountain waters utilized in a more integrated highland-lowland interaction, and mechanisms to manage conflicts developed. Research in support of sustainable development needs to focus on transdisciplinary approaches in order to develop appropriate technologies, improve land-management systems, and most importantly, create an enabling institutional environment. International cooperation is an essential tool for exchanging and communicating successful experiences from the local level to regional levels. ### Topics keywords: natural resource;sustainable development;land degradation;land use;LD;protected area",1999,,Ambio,,,,,,,#36642,,"",Observational
Sustainable utilization of poor acid soils of tropical America.,"","Abstract: Tropical America's 800 million hectares of savannas and forests are characterized by the predominance of acid Oxisols and Ultisols with low fertility. These soils are being incorporated into the region's agricultural production area. Land clearing and intensification of areas close to infrastructure cause the degradation of natural resources. There is a need to develop higher-yielding sustainable production systems. Strategies to reduce pressures for land-clearing in fragile environments include the development of sustainable agropastoral production systems for less fragile savanna environments and the reclamation of already degraded forest lands by the replacement of extensive ranching and shifting cultivation with sustainable agrosivilvopastoral systems. To achieve these specific strategies, it is necessary to promote efficient input use based on adapted components; low-cost management to maximize outputs and effectively use natural and purchased inputs in minimizing negative environmental effects; and maximizing nutrient cycling. To realize the potential of these sustainable integrated systems on poor acid soils, technologies must be based on commercially valuable, ecologically compatible, adapted components. ### Topics keywords: natural resource;arable land;million hectare;land degradation;land use;shifting cultivation;agroforestry system",1991,,Tropical Agriculture Research Series,,,,,,,#37577,,"",Observational
"Sustaining livelihoods under a changing climate: the case of urban agriculture in Lusaka, Zambia.","","Abstract: With rapidly deteriorating national and local economies, many urban dwellers in sub-Saharan Africa (SSA) are increasingly resorting to a wide range of informal sector activities to ameliorate food insecurity and generate household income. Among these activities is urban agriculture (UA), which is used both as a source of basic foodstuffs and income generation to enable access to a wide range of goods and services. These may include health care, education, clothing, food and housing. Despite its significance and contribution to the urban household food basket, UA in many SSA cities has not been integrated into urban development and planning policy. In addition to the absence of a supportive local government policy, over the last two decades UA has come under increasing pressure from extreme weather related events such as droughts and flooding. Drawing upon recent field-based research in Lusaka, the capital of Zambia, the paper examines the relationships between UA and extreme weather conditions, and the impact on the livelihood options of urban poor. The research has wider relevance in the context of evolving strategies for achieving sustainable urban livelihoods, poverty reduction and food security in sub-Saharan Africa and elsewhere. ### Countries mentioned: Zambia ### Topics keywords: food insecurity;health care;dairy farming;developing country;SSA;household food insecurity;human health;rural household;growing season;household food security;poverty reduction;wide range;weather condition;household income;pest control;smallholder farmer;management practice;food security ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Middle-income countries($996 to $3,895);IDA",2012,,Journal of Environmental Planning and Management,,,,,https://doi.org/10.1080/09640568.2011.637688,,#36750,,"",Observational
System and characteristics of mixed cropping in the tropics.,"","Abstract: Mixed cropping is commonly practised in tropical agriculture, particularly in smallholder farming. Crops of different lengths in the cycle of vegetation are planted on the same plot of land at different times of the year. In most cases, mixed stands are systematically established and maintained. Traditional farmers argue in favour of mixed cropping for the following reasons: (1) higher total return per acre; (2) reduced risks, due to disease and drought; (3) even supply of food to the household. Reduced need for storing facilities; (4) lower labour input per unit of total output (within hoe-farming); (5) reduction of soil erosion. It is, however, top difficult to bring into harmony mixed cropping and the introduction of improved farming practices; optimum time of planting, proper spacing, specific fertilizer application, etc. Furthermore, it is expensive to combine mixed cropping and mechanization. Consequently, with the increase in agricultural development mixed cropping is losing in importance. It is, however, not likely that mixed cropping will cease to exist. Where there is land shortage and ample supply of labour, different forms of mixed cropping, of phased planting and overlapping cycles of vegetation seem to be compatible with improved farming, provided row cultivation is practised. A. ### Topics keywords: organic farming;soil erosion;land degradation;soil fertility;smallholder farming;farming practice;smallholder farmer;farming system;sustainable agriculture;management practice",1969,,Zeitschrift fur Auslandische Landwirtschaft,,,,,,,#36318,,"",Observational
System failure? Revisiting the problems of timely response to crises in the Horn of Africa.,"","Abstract: Humanitarian response to crises (e.g. droughts) in pastoral areas in the Horn of Africa has consistently been late, despite an enormous investment in early warning. Attempts to improve early response focus on improving the performance of one or two actors, or introducing new tools. Such approaches are needed, but they are not enough: what is needed is an overhaul of the response system as a whole. The present paper sets out three ideas for moving forward: a new framework for livelihoods programming and contingency planning; a new approach to preparedness; and a new conceptual framework for thinking about the response system as a whole. ### Topics keywords: contract farming;value chain;decision making",2011,,"HPN Network Paper - Humanitarian Practice Network, Overseas Development Institute",,,,,,,#36849,,"",Observational
Taking full advantage of the production potential in agriculture.,"","Abstract: The first section considers how far agriculture can lead the Polish economy out of the crisis. One of the major problems is the functioning of the domestic market. Agriculture can help, but only in conjunction with the food industries, and by reducing waste and losses throughout the food production cycle. Increased agricultural output could also help ease the balance of payments problem. However, the role of agriculture in overcoming the economic crisis is exaggerated. The next section considers the production potential of agriculture. Expansion of farm input industries, development of the food industries, and a radical change in the structure of peasant farming are needed to bring about concentration and specialization. Perhaps most important is to make use of existing potential. The third section considers the effectiveness of the production potential: during the 1970s increased potential was not matched by increased production. The fourth section considers agricultural policy: the state has a role to play, firstly by creating the necessary conditions such as an improved water supply or technical infrastructure, and secondly by using economic mechanisms and regulating the sale of inputs. This would eventually eliminate less effective producers. The last section looks at necessary conditions for increased effectiveness. Economic reform is required in agriculture and the whole economy, although this would lead to other problems. Only if agricultural producers respond rationally to the change will it be effective, which demands fundamental socio-political and economic change. ### Topics keywords: agro food;food insecurity;factor influencing",1981,,Wies Wspolczesna,,,,,,,#37281,,"",Observational
(Taking full advantage of the production potential in agriculture). [O wykorzystanie potenchalu produkcyjnego wrolnictwie.],"","Abstract: Can agriculture lead the Polish economy out of crisis. Only in conjunction with the food industries, and by reducing waste and losses throughout the food production cycle. Increased agricultural output could also help ease the balance of payments problem. Expansion of farm input industries, development of the food industries, and a radical change in the structure of peasant farming are needed to bring about concentration and specialization. The state has a role to play, firstly by creating the necessary conditions such as an improved water supply or technical infrastructure, and secondly by using economic mechanisms and regulating the sale of inputs. -from WAERSA ### Topics keywords: contract farming;agro food;rural tourism",1981,,Wies Wspolczesna,,,,,,,#37306,,"",Observational
"Report of the 14th International Horticultural Congress 1955. The Hague, Netherlands, 29 Aug.-6 Sept. 1955.","","Abstract: In a contribution on 'Breeding for disease resistance' J. C. WALKER (pp. 51-63) surveyed in general terms the history of the subject, giving an account of problems encountered in present day investigations. Under the heading ' Gene centres and the search for resistant breeding material' S. C. HARLAND (pp. 64-70) considered 3 types of resistance encountered in the genetical reservoirs in the centres of diversity of cultivated spp. in relation to environment, and due to (1) a major 'dictator' gene, (2) a key gene, accompanied by a series of 'modifiers', or (3) the anarchic complex or polygenic system. In discussing 'Testing methods for breeding for disease resistance' J. C. 's JACOB (pp. 71-81) enumerated the requirements for successful methods and different inoculation techniques. E. R. HOARE (pp. 130-144), dealing with 'Small volume spraying', discussed break-up of fluid, droplet size in relation to coverage, determination of deposition, and the machines which emit small volumes [35, p. 694]. The valuable elements of old-fashioned fruit-growing on farms in S.W. Germany were discussed by H. THIEM (pp. 145-157) under the title 'Stand des Sprüh-und Nebelverfahrens im Obstbau von Deutschland'. He suggested the elimination of the disadvantages of smallholdings by joint activities in efficient disease control and marketing. In 'Spray materials for low-volume spraying' A. F. H. BESEMER (pp. 158-166) discussed the influence of water (passive or active), R.H., and wetting agents. In the Netherlands 200 l./ha. at × 10 normal spray conc, is preferred. G. H. BERKELEY (pp. 280-287) commented on the use of 'Virus-free sour and sweet cherry nursery stocks in Ontario' [32, p. 437], while R. V. HARRIS &amp; A. F. POSNETTE (pp. 288-295) gave an account of ' The production and distribution of virus-free fruit trees [36, p. 22] at East Mailing'. D. H. M. VAN SLOGTEREN (pp. 296-302) described ' The selection of virus-free plants from partially infested stocks, with special reference to serological methods' [35, p. 480]. G. MOREL &amp; C. MARTIN (pp. 303-310) described [in French] the cure of plants affected with virus diseases by culture of apical meristems as a means of re-introducing vars. [35, p. 215] which had succumbed to a virus disease, while P. BRIERLEY (pp. 311-314) elaborated on 'The production of virus-free chrysanthemum stocks' in U.S.A., especially stunt virus disease, by an indexing method [32, p. 561]. In ' Immunity breeding in roses' [in German] W. KORDES reports (pp. 355-359) that hybrids of (viz. bush or floribunda roses), briar , and with garden roses are immune from rust , mildew , and black spot . E. W. LYLE (pp. 360-366) reported on 'The occurrence and control of powdery mildew, rust, and black spot diseases of roses in the U.S.A.' [31, p. 608; 36, p. 809; 37, p. 45; 38, p. 8]. Transfer of resistance to bean mosaics from to fertile hybrids obtained from ' by W. RUDORF (pp. 446-451) has been noticed [37, p. 749]. G. ORDISH (pp. 540-545) gave 'Some notes on the economics of crop protection' [33, p. 41] in which he enumerated 5 basic principles concerned with the value of the damage in relation to the value of the crop and the methods of control and 5 questions that need to be answered in considering variable factors. P. MILLER &amp; S. E. A. MCCALLAN (pp. 546-555), reporting further on 'The use of radioisotopes in studies on pesticide action' [36, pp. 542, 708], noted that S was reduced in solution by spores to HS and released as such; while the ED values for different toxicants ranged from 85 to 10, 000 spores. L. BRAVENBOER (pp. 641-646) in ' Soil disinfection with fumigants in glasshouse tomatoes' observed that chloropicrin, when applied to soil by motor injector or by hand in autumn in the Netherlands, not only controlled soil-borne tomato corky root [37, p. 739] and wilt, but also stimulated plant growth, probably as a result of the increase of bacterial population and N-mineralization level in treated soil. DD and ethylene bromide also stimulated growth [cf. 35, p. 727]. In his review of resistance problems in the genus and possibilities of their solution by breeding intra- and inter-sectional combinations, R. BAUER (pp. 685-696) reported [in German] that resistance of gooseberries and red and black currants to , and , respectively, was achieved by crosses involving 46 spp. of the sections Grossularia, Ribesia, and Coreosma. Crosses between gooseberry and mildew-resistant selections of gave mildew-free large-fruited forms highly resistant to other diseases. Similarly, black currant × gave promising seedlings combining resistance to and . Inter-sectional crosses of the more resistant vars. were also successful but often resulted in sterile hybrids, but with colchicine treatment these produced fertile amphidiploids. Virus infection may be avoided by using seed from selfed amphidiploids. Experimental results of the reactions of and to infection by are described by M. ZWINTSCHER (pp. 716-734) [in German]; 29 vars. of sour cherry, 11 clones of sweet and sour cherry, 4 standard vars., and 268 seedlings were tested with strain M4 of [35, p. 897; 36, p. 197] isolated from Schatten Morelle, the most important var. commercially, and the most susceptible. There is a seasonal change in susceptibility. The decreasing order of susceptibility in cherries is sour, Duke, and sweet; the respective symptoms produced under similar conditions were death of twigs above inoculation wounds, death of some buds near the wound, and gummosis only, due to liquefaction of infected tissue bordering healthy. Work done by J. R. SHAY, D. F. DAYTON, L. F. HOUGH, E. B. WILLIAMS, &amp; J. JANICK (pp. 735-739) on ' Apple scab resistance' at Purdue University, Indiana, involved the incorporation of major dominant genes for field immunity from [35, p. 829] in a number of Asiatic spp. by modified backcrossing [35, p. 419; 36, p. 192]. So far 3 genes for virulence in natural strains have been defined [36, p. 767]. D. STANKOVIC &amp; A. BECAREVIC (pp. 786-795), reporting from Yugoslavia on ' The study of P metabolism in healthy and diseased fruit trees, determined by radioactive P', found that P was best applied to trees as leaf sprays, by which it was most efficiently distributed through the plant via the xylem (which had the highest P content). Small amounts of B stimulated P uptake via the roots; , and increased P metabolism in the leaves of peach, apple, and cherry, respectively, while mosaic virus increased its metabolism in Italian plum, everywhere except the fruit. Dealing with ' Virus diseases of fruit trees, notes on identification and methods of checking spread', J. D. ATKINSON (pp. 800-804) stated that the presence of plum mosaic could be inferred in either scion or stock from their total incompatibility on 4 vars. of Japanese plum [36, p. 705] or partially on some apricot vars. Elimination of plum mosaic was achieved within 3 yr. in 1 orchard by roguing and selection of healthy budwood. Cross protection against apple mosaic, of which more than 1 strain occurs in New Zealand, is provided by bud failure if affected wood is used for budding. Stony pit of pear [37, pp. 90, 487] did not appear in healthy trees until 2 seasons after grafting with infected scions. Information from C. H. CADMAN (pp. 805-809) on 'Ringspot virus diseases of raspberries' has been noticed [35, p. 618; 37, p. 200]. In 'Contribution a 1'etude de 1' en Serres a vignes' R. DELHAYE (pp. 810-818) reports that the fungus, from disinfected pieces of rhizomorph, grew best on oatmeal in water. grew and sporulated best on celery leaf extract and on sterilized peat; agitating culture flasks checked its growth. No practical method was found for controlling on vine by , but brushing longer roots with 1% organo-mercuric salt solution and spraying the soil with 0.5% at 10 l./sq. m., or spraying soil with a solution of neutral o-oxyquinoline sulfate (200 p.p.m.) at 10 l./sq. m. 3 times at monthly intervals are recommended. H. REICH (pp. 819-826) discussed [in German] the advantages and disadvantages of important organic fungicides for the control of on apple [V. ] and pear [V. ]. H. J. WEZENBERG (pp. 970-978), dealing with 'Mineral deficiencies in flori-cultural crops at Aalsmeer', Netherlands, stated that most are due to a lack of trace elements. Mn and Fe deficiencies occur in roses and chrysanthemums; lowering the pH prevents these, and also Mn deficiency in lilac. Mg deficiency in lilac planted in a thin layer of black earth on acid clay can be corrected by increasing the black earth layer. is occasionally affected by a dying of the terminal buds, probably induced by Cu deficiency. E. HELLMERS states in' Bacterial wilt of carnations and its control' (pp. 985-994) that the method of obtaining cuttings free from [34, p. 525] is now used commercially on a large scale in Denmark in 2 nurseries. G. SCHOLTEN, dealing with ' Wilting diseases of carnations in the Netherlands' (pp. 995-1, 002), states that with improved growing conditions stem rot (mostly ) no longer causes much damage. [cf. 37, p. 481] is no longer a serious problem, the varieties commonly grown being only slightly susceptible. Control of the vascular diseases caused by [loc. cit.] and bacteria ( and a species of ) [cf. 36, p. 31] remains a problem; steam sterilization does not kill all the pathogens present in the soil at a depth of more than 30-50 cm., and the 2nd year after treatment wilting may have become so severe that carnation growing is no longer profitable. It is legally forbidden in the Netherlands to sell cuttings from greenhouses where vaseular diseases are known to be present, and the premises of all firms growing cuttings and young plants for the trade are regularly inspected. In a paper [in German] (pp. 1, 008-1, 018) on the disinfection of flower bulbs and corms from the Laboratorium fur Gärtnerischen Pflanzenbau, Kiel-Kitzeberg, H. PAPE gives the results of tests. Hot water disinfection (43.5° C., 30 min. with no plant damage) was found to be suitable for gladioli against . Formalin proved effective for gladioli, 4% for 1/2 hr. against or 3/4 hr. against , and ; for tulips 0.25 and 04%, 1 hr. against , or 0.4%, 1-8 hr. against ; and for narcissi, 04%, 1 hr. against and . If the temp, of the formalin was raised to 43.5° tulips treated with 0.5% for 1 hr. suffered damage, whereas narcissi were only damaged after 3 hr. or with 1% for 1-3 hr. Mercuric chloride at 0.1% was tested only on gladioli and was successful at 2 hr. against and var. , 2-14 hr. against the latter, 2-8 hr. against , 2-12 hr. against , 2-17 hr. against core rot ( sp. and . spp.), but only 2-3 hr. on scaled corms. Many gladiolus vars., however, are sensitive to HgCl. Ceresan wet was successful at 0.25%, 8-18°, for 1/21 hr. for tulips against ; for gladioli against , and S. ', for narcissi against ; and at 0.1%, 43.5° for 3.5 hr. for simultaneous disinfection against and . basal rot; in general 0.25%, 18°, for 1 hr. is recommended. Results with germisan wet were similar to those with ceresan, except that where damage did occur, particularly at higher conc., it was somewhat less severe. Only a few tests were made on gladioli with the Dutch Hg preparations bloembol-lengermisan (satisfactory at 0.25%, 16-17°, for 1-4 hr.) and AA bulba (good results on gladioli and narcissi). At 0.1%, 43.5°, for 2-4 hr. no damage was caused by AA bulba but at 0.25%, 43.5°, for 3-4 hr. narcissi and gladioli suffered some damage. At 4 hr. narcissi produced numerous sterile flowers. Of the dry disinfectants, tritisan and AA tiram were not harmful in diluted form to gladioli, tulips, or narcissi and should be used at 5 g./250 g. bulbs or corms. Brassicol, too, did not damage gladioli or narcissi. M. L. DUFRENOY &amp; J. DUFRÉNOY discussed [in French] (pp. 1, 019-1, 022) historical aspects of tulip breaking virus disease and ' parrot' tulips. F. G. MEYER, E. A. BENEDICT, &amp; G. KOCH reviewed (pp. 1, 235-1, 238) the 'Use of antibiotics in control of ornamental plant diseases'. D. MULDER, C. A. E. MEYNECKE, &amp; J. FLOOR describe (pp. 1, 239-1, 242) 'Indexing rootstocks and graftwood of apple for the presence of the ' rubbery wood' virus disease by using the variety Lord Lambourne' [cf. 35, p. 374, ]. The presence of the disease was determined (1) by bending 2-year-old stems and (2) by testing the wood with phloroglucin for lignin reaction at 3 different levels of the stem. The discrepancy between the results of the 2 methods was considerable, especially with the weaker rootstocks, with which the bending method gave almost the total number of affected trees, whereas with strong ones it gave a lower number than the colour method. The bending method should be discarded. None of the sources of graftwood of Golden Delicious was free from the virus. Some of the results given by P. PRÉVOT and M. OLLAGNIER [in French] (pp. 1, 382-1, 397) of surveys for mineral deficiencies in oil palm in Dahomey, Ivory Coast, and French Congo and in groundnut in Senegal have been noticed [37, p. 733]; also of Mn toxicity in groundnut in the French Congo. J. P. LAOH reports (pp. 1, 403-1, 408) 'Observations on the spraying and dusting of copper fungicides against blister blight ( Massee) in tea' [cf. 35, p. 239] in Indonesia. Both 4% Cu dust and Shell Cu naphthenic acid were satisfactory and controlled shoot infection at 450 ft. The interval between 2 sprays (10-12 days) was twice as long as for the dust, and the amount of Cu/ha. (40 g./10 1. spray/acre) was much lower for the spray. The quality of the tea from the sprayed area was poor. Cu naphthenic acid compounds are not at present suitable for use on tea. D. TOLLNAAR'S paper (pp. 1409-1411) on the control of on banana has been noticed [34, p. 381]. I. REICHERT gives (pp. 1, 413-1, 422) 'New light on xyloporosis and tristeza virus diseases' [cf. 36, pp. 23, 317], noting certain environmental and genetical factors which affect the symptoms. Regret is expressed that those who have studied tristeza disease have not provided details of the precise environmental conditions in which their experiments were conducted. A planned, international, co-operative project is required. Describing 'Breeding of stocks for citrus resistant to gum-disease and mal tristeza', H. J. TOXOPEUS states (pp. 1, 423-1, 427) that cuttings of 4 healthy stocks from Java apparently highly resistant to gum disease [15, p. 364; , p. 131] are now growing in the glasshouses of the Laboratory of Tropical Agriculture, Wageningen. A description, illustrated with 4 coloured plates, of' The major causes of die-back of citrus in Indonesia and their control' is given (pp. 1, 485-1, 500) by J. REITSMA and T. HADIWIDJAJA. Most forms of die-back would not occur, or only sporadically, if cultural conditions were correct. One of the principal causes of root rot is the decay induced by poor soil conditions. Bach tree needs 20-30 kg. of farmyard manure when planted and on poor soils up to 300 kg. afterwards. Chlorosis and die-back appear to be due primarily to deficiencies of Zn, Fe, and Mn. A Zn + Fe spray should be given in the nursery and continued as a routine in the young groves; the 1st field application should be given 3 months after transplanting and the next as soon as the flush starts, and repeated every 2 weeks during growth and with each new flush. A report is given (pp. 1531-1647) of the International Conference on the improvement of vegetable vars. held at Wageningen on 26-27 Aug. 1955. Dealing with trends in the development of new vegetable vars., 0. BANGA summarizes in tabular form the vars. grown in the different countries and the diseases to which they are resistant. A summary is given of the contributions made to the development of disease-resistance vars. by the various agricultural departments of Australia. C. WALKOF deals with breeding for resistance in Canada, G. TRÉBUCHET in France, J. C. HAIGH in Great Britain, K. KANAZAWA in Japan, 0. BANGA, J. M. ANDEWEG, J. A. HUYSKES, &amp; J. R. JENSMA in Holland, A. H. BREMER &amp; A. R. PERSSON in Norway, and work done in S. Africa on this subject is also noted. ### Countries mentioned: Germany;Netherlands;United States;Cote d'Ivoire;Denmark;Senegal;New Zealand;Indonesia;Australia;Norway;France;Canada;Italy;India;Japan;Congo;Congo;Greece;Malta ### Plant products search: pome fruits;sour cherry;tomatoes;stone fruits;soft fruits;groundnuts;grain legumes;bananas;leafy vegetables;citrus fruits ### Animal products search: ivory ### Programs found: co operative project ### Measurements for interventions: disinfection;farmyard manure;farmyard;formalin;toxicant;manure ### Topics keywords: experiment conducted;chemical composition;fruit tree;dry matter;ascorbic acid;drip irrigation;NH4;agroforestry system;NO3;flow rate;large scale;farmyard manure;amino acid;dairy cow;oil palm;significant difference;antioxidant activity;heat stress;organic fertilizer;plant height;trace element;TE;growing season;FYM;technical efficiency ### Geo regions: Sub-Saharan Africa;North America;East Asia and Pacific;Europe and Central Asia;Middle East and North Africa;South Asia ### World bankdivision regions: Middle-income countries($996 to $3,895);IDA;IBRD;Low-income countries(995$ or less);BLEND;High-income countries($12,056 or more)",1958,,"Report of the 14th International Horticultural Congress 1955. The Hague, Netherlands, 29 Aug. -6 Sept. 1955.",,,,,,,#36432,,"",""
SWOT analysis on wheat production in the Huai River region in Anhui Province.,"","Abstract: SWOT (strengths, weaknesses, opportunities and threats) method was adopted to analyze factors affecting wheat production in Huai River region in Anhui. Its strengths were highlighted by the advantages in a large production scale and high yield potential, in a combination of natural resources in light, heat, water and soil suitable for wheat growth, and in a developed industrial standard. The disadvantageous factors included the frequent natural disasters and inadequate technological involvement in wheat production. Opportunities favoring wheat production and industrial development emerged from the Food Security Strategy stressed by the slate and an increasing investment into technology. Threats lay in difficulties in increasing yield per unit continuously, in increasing damages caused by natural disasters, pests and diseases, and in poorly educated farmer participants. On the basis of the above analyses, approaches and strategies were proposed with objective of promoting wheat production and scientific involvement in Huai River region. These solutions included implementation of policies with farmers as beneficiary, amelioration of conditions for wheat production, improvement of the comprehensive production ability, furthering the Project of S &amp; T for Grain Harvest aiming at increasing wheat yield potential with science and technology integrated, increase of the economic benefits by producing and processing high quality wheat products, and emphasizing the leading roles of the key farms in this region in demonstration and dissemination. ### Countries mentioned: China ### Plant products search: grain;wheat ### Topics keywords: natural resource;crop insurance;natural disaster;economic benefit;factor affecting;food security ### Geo regions: East Asia and Pacific ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2011,,Chinese Seed,,,,,,,#36516,,"",Observational
Synthetic organic water contaminants in developing communities: an overlooked challenge addressed by adsorption with locally generated char,"","Abstract: Chemical contamination of drinking water sources is a worldwide problem. However, few locally managed, sustainable, and low-cost on-site treatment technologies are available in rural, remote, and emergency/disaster relief/humanitarian crisis situations. Char filter-adsorbers have been used to treat drinking water for thousands of years and are still widely used today. Our studies show that some chars produced by traditional means from a range of feedstocks develop favorable sorption properties for uptake of 2,4-dichlorophenoxyacetic acid (2,4-D), a prevalent herbicide and water contaminant. However, more energy efficient, environmentally sustainable and scalable production of consistent highly sorptive chars can be accomplished with biomass gasification. Our laboratory studies demonstrate that locally produced char adsorbents derived from surplus agricultural and forestry biomass are effective for adsorbing 2,4-D. A year-long study of field-scale application of chars in Thailand is also presented. Based on these studies we present design recommendations for integrating char adsorbers into low-cost, multi-barrier treatment trains for on-site water provision. ### Countries mentioned: Thailand ### Measurements for interventions: herbicide ### Topics keywords: crop insurance;medicinal plant;drinking water ### Geo regions: East Asia and Pacific ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2014,,JOURNAL OF WATER SANITATION AND HYGIENE FOR DEVELOPMENT,,,,,https://doi.org/10.2166/washdev.2014.073,,#37405,,"",Observational
Taking trouble over the home and the property: the house and the organization of property in family farming.,"","Abstract: This project manual was developed by the Family Farming Housing Cooperative (COOHAF) in association with the Federation of Agricultural Workers of Rio Grande do Sul (FETAG-RS) as a blueprint for technical and social projects aiming to raise the quality of rural life by improving the homes of farming families in the Rio Grande do Sul region of Brazil. Other partners associated with the project included the Rio Grande do Sul Association of Technical Assistance and Rural Extension Agencies (EMATER/RS) and the Sul Credit and Rural Assistance Association (ASCAR). Details are given of the 4 stages of the project. The first stage sets out the context of the project whose aims are the construction of dwelling units in Rio Grande do Sul and the implementation of actions for social sustainability relative to the homes and the production activities of family farmers. The objectives of the first stage as stated are: (1) to provide an opportunity for the formation and capacity building of the beneficiaries of the programme, and (2) to provide basic information on sources of resources and finance, and the importance of completing the programme. The 2nd stage deals with the social aspects of housing, providing information on self-assessment, cooperativization and unionization. The 3rd stage deals with homes and the organization of property, covering practical aspects such as the environment around the house (natural vegetation, the garden, the property's landscape), the organization of spaces and installations (growing vegetables, medicinal plants and fruits, rearing livestock (chickens for eggs and meat) and auxiliary installations such as sanitary facilities, produce stores and sheds) and the importance of sanitary facilities (protection of water sources, water use, filtration and treatment, fate of human wastes). The final stage of the project evaluates productivity and economic viability (analysis, organization of production, marketing). ### Countries mentioned: Brazil ### Plant products search: fruits;vegetables ### Animal products search: poultry meat;eggs ### Programs found: stage project;completion program;farming project;beneficial program;beneficiary program;social project ### Topics keywords: remote sensing;medicinal plant;RS;rice straw;GIS;technical assistance;family farming ### Geo regions: Latin America and the Caribbean ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2007,,Caprichando a moradia e a propriedade: a casa e a organização da propriedade na agricultura familiar,,,,,,,#37172,,"",Observational
Technical and economic profile of production of irrigated coconut in state of Ceará.,"","Abstract: This study aimed to identify the technical and economic profile of coconut production in the irrigation area of Distrito de Irrigação Curu-Paraipaba, in state of Ceará, Brazil. The importance of this study is due to the fact that the referred project of irrigation has existed for over three decades and currently has about 679 rural establishments managed by small producers. This study used a sample size equal to 50, and as tools of analysis, the study used descriptive and tabular analysis of the collected data, besides the techniques of factor and cluster analysis. It was reported that all establishments showed positive gross and net margin, but the level of income earned was considered low, taking as reference the variable profit. Then technical and economic factors were identified. When the factor scores were got, three groups of rural producers were identified; thus, this demonstrated differences at the technical and economic level between the family farmers interviewed. It was understood that the small producers interviewed have difficulty regarding working capital to operate their agricultural practices, and that their access to lines of credit, such as Pronaf, could be an economically important alternative. The access to rural credit is made difficult when the producers do not have the deed documents of the properties, so the main suggestion of a public policy to the Curu-Paraipaba project is the implementation of an extensive process of land regularization, without cost to the irrigation farmers that originated from there. ### Countries mentioned: Brazil ### Plant products search: coconuts ### Programs found: public policy curu paraipaba project ### Topics keywords: genetic diversity;spatial distribution;public policy;trace element;CA;cluster analysis;family farming ### Geo regions: Latin America and the Caribbean ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2014,,Revista de Politica Agricola,,,,,,,#36277,,Ellen McCullough (2019-06-13 05:59:47)(Screen): What is the intervention? I think the irrigation project is the setting and it is not clear that there is an intervention.; ,Observational; Unclear
